% Model,s5 - speaker.mph
% Version,COMSOL 5.5.0.359
% Date,"Jan 8 2024, 20:24"
% Table,Probe Table 1 - 
% Time (s),"Total acoustic pressure (Pa), Point: (-0.5, 7.955E-4, 0.001638)","Total acoustic pressure (Pa), Point: (0.5, 7.67E-5, -5.895E-4)"
0.9327218418430692,0.8845938961161498,0.8785167744577265
0.9327285703698676,0.8843967986924501,0.8778880887573661
0.932735298896666,0.8841995376226117,0.8772592472768703
0.9327420274234643,0.8840021125436666,0.876630240710518
0.9327487559502627,0.8838045231151422,0.876001059593843
0.9327554844770611,0.883606769020198,0.8753716943514193
0.9327622130038595,0.8834088499666675,0.8747421353461338
0.9327689415306579,0.8832107656879972,0.8741123729297212
0.9327756700574563,0.8830125159440791,0.8734823974943148
0.9327823985842547,0.882814100521979,0.8728521995247601
0.9327891271110531,0.8826155192365562,0.8722217696514347
0.9327958556378515,0.8824167719309729,0.8715910987033049
0.9328025841646499,0.8822178584770948,0.870960177760943
0.9328093126914483,0.8820187787757798,0.8703289982092344
0.9328160412182467,0.8818195327570608,0.8696975517894859
0.9328227697450451,0.8816201203802121,0.8690658306506547
0.9328294982718435,0.8814205416337169,0.8684338273994168
0.9328362267986419,0.8812207965351176,0.8678015351487908
0.9328429553254403,0.8810208851307694,0.8671689475650353
0.9328496838522387,0.8808208074954869,0.8665360589125475
0.932856412379037,0.8806205637320942,0.8659028640964898
0.9328631409058354,0.8804201539708746,0.865269358702885
0.9328698694326338,0.8802195783689301,0.864635539035919
0.9328765979594322,0.8800188371094486,0.8640014021522158
0.9328833264862306,0.879817930400886,0.8633669458918386
0.932890055013029,0.8796168584760677,0.8627321689058108
0.9328967835398274,0.8794156215912128,0.86209707067994
0.9329035120666258,0.8792142200248857,0.8614616515547577
0.9329102405934242,0.8790126540768838,0.8608259127414009
0.9329169691202226,0.8788109240670569,0.8601898563332774
0.932923697647021,0.878609030334078,0.8595534853133825
0.9329304261738194,0.8784069732341576,0.8589168035571411
0.9329371547006178,0.878204753139715,0.8582798158306866
0.9329438832274162,0.878002370438013,0.8576425277844998
0.9329506117542146,0.8777998255297518,0.8570049459423539
0.932957340281013,0.8775971188276425,0.8563670776855389
0.9329640688078114,0.8773942507549539,0.8557289312323583
0.9329707973346097,0.8771912217440441,0.8550905156129222
0.9329775258614081,0.8769880322348831,0.8544518406392733
0.9329842543882065,0.8767846826735712,0.8538129168709185
0.9329909829150049,0.8765811735108554,0.853173755575861
0.9329977114418033,0.8763775052006555,0.8525343686872431
0.9330044399686017,0.876173678198601,0.8518947687557531
0.9330111684954001,0.8759696929605845,0.8512549688979504
0.9330178970221985,0.8757655499413415,0.8506149827407105
0.9330246255489969,0.8755612495930541,0.8499748243619937
0.9330313540757953,0.8753567923639882,0.849334508228181
0.9330380826025937,0.8751521786971658,0.8486940491282289
0.9330448111293921,0.8749474090290827,0.8480534621049266
0.9330515396561905,0.8747424837884656,0.8474127623835458
0.9330582681829889,0.8745374033950845,0.8467719652982102
0.9330649967097873,0.8743321682586107,0.8461310862163082
0.9330717252365857,0.8741267787775379,0.8454901404613034
0.933078453763384,0.8739212353381576,0.8448491432343059
0.9330851822901824,0.873715538313595,0.8442081095347788
0.9330919108169808,0.8735096880629132,0.8435670540807712
0.9330986393437792,0.8733036849302815,0.8429259912290655
0.9331053678705776,0.8730975292442118,0.8422849348956551
0.933112096397376,0.8728912213168623,0.8416438984769486
0.9331188249241744,0.8726847614434158,0.8410028947721232
0.9331255534509728,0.8724781499015265,0.8403619359070367
0.9331322819777712,0.8722713869508387,0.8397210332601105
0.9331390105045696,0.8720644728325815,0.839080197390597
0.933145739031368,0.8718574077692334,0.8384394379696378
0.9331524675581664,0.8716501919642577,0.837798763714505
0.9331591960849648,0.8714428256019144,0.8371581823264256
0.9331659246117632,0.8712353088471378,0.8365177004323553
0.9331726531385616,0.8710276418454884,0.8358773235310809
0.93317938166536,0.870819824723171,0.8352370559439867
0.9331861101921584,0.8706118575871218,0.8345969007708295
0.9331928387189568,0.8704037405251598,0.8339568598508261
0.9331995672457551,0.8701954736062026,0.8333169337293539
0.9332062957725535,0.8699870568805433,0.8326771216305242
0.9332130242993519,0.8697784903801838,0.8320374214358817
0.9332197528261503,0.8695697741192294,0.8313978296694414
0.9332264813529487,0.8693609080943329,0.8307583414892553
0.9332332098797471,0.8691518922851946,0.8301189506856695
0.9332399384065455,0.8689427266551069,0.8294796496864029
0.9332466669333439,0.868733411151542,0.828840429568541
0.9332533954601423,0.8685239457067876,0.8282012800775201
0.9332601239869407,0.8683143302386166,0.8275621896531196
0.9332668525137391,0.8681045646509958,0.8269231454624764
0.9332735810405375,0.8678946488348238,0.8262841334400686
0.9332803095673359,0.8676845826686995,0.8256451383346077
0.9332870380941343,0.8674743660197155,0.825006143762724
0.9332937666209327,0.8672639987442731,0.824367132269302
0.9333004951477311,0.8670534806889166,0.8237280853942947
0.9333072236745295,0.8668428116911813,0.8230889837457883
0.9333139522013278,0.8666319915804555,0.8224498070790823
0.9333206807281262,0.8664210201788508,0.8218105343814913
0.9333274092549246,0.8662098973020752,0.8211711439625609
0.933334137781723,0.8659986227603088,0.820531613549343
0.9333408663085214,0.8657871963590832,0.8198919203863523
0.9333475948353198,0.8655756179001499,0.8192520413398016
0.9333543233621182,0.865363887182349,0.8186119530056647
0.9333610518889166,0.8651520040024606,0.8179716318211213
0.933367780415715,0.864939968156047,0.8173310541788805
0.9333745089425134,0.8647277794382826,0.8166901965438814
0.9333812374693118,0.8645154376447594,0.8160490355718385
0.9333879659961102,0.8643029425722777,0.8154075482290768
0.9333946945229086,0.8640902940196153,0.8147657119131
0.933401423049707,0.863877491788266,0.8141235045733087
0.9334081515765054,0.8636645356831587,0.8134809048312802
0.9334148801033038,0.8634514255133428,0.8128378921000109
0.9334216086301022,0.8632381610926475,0.8121944467015265
0.9334283371569005,0.8630247422403093,0.811550549982245
0.9334350656836989,0.8628111687815672,0.8109061844254991
0.9334417942104973,0.8625974405482203,0.8102613337606079
0.9334485227372957,0.8623835573791556,0.8096159830679117
0.9334552512640941,0.862169519120835,0.8089701188791806
0.9334619797908925,0.8619553256277511,0.8083237292728276
0.9334687083176909,0.8617409767628403,0.8076768039633644
0.9334754368444893,0.8615264723978621,0.8070293343845706
0.9334821653712877,0.8613118124137394,0.8063813137658498
0.9334888938980861,0.8610969967008595,0.805732737201286
0.9334956224248845,0.8608820251593362,0.8050836017109309
0.9335023509516829,0.8606668976992361,0.8044339062938869
0.9335090794784813,0.860451614240766,0.8037836519727772
0.9335158080052797,0.8602361747144229,0.8031328418292446
0.9335225365320781,0.8600205790611039,0.8024814810301312
0.9335292650588765,0.8598048272321845,0.8018295768440558
0.9335359935856749,0.8595889191895533,0.8011771386481287
0.9335427221124732,0.8593728549056188,0.8005241779246054
0.9335494506392716,0.8591566343632764,0.7998707082472982
0.93355617916607,0.8589402575558439,0.7992167452576449
0.9335629076928684,0.8587237244869643,0.7985623066303441
0.9335696362196668,0.8585070351704781,0.7979074120285559
0.9335763647464652,0.8582901896302598,0.7972520830486761
0.9335830932732636,0.8580731879000326,0.7965963431547715
0.933589821800062,0.8578560300231477,0.7959402176028025
0.9335965503268604,0.8576387160523448,0.7952837333548097
0.9336032788536588,0.8574212460494809,0.7946269189832951
0.9336100073804572,0.8572036200852371,0.7939698045660769
0.9336167359072556,0.8569858382388038,0.7933124215719501
0.933623464434054,0.856767900597543,0.7926548027375304
0.9336301929608524,0.8565498072566349,0.7919969819357069
0.9336369214876508,0.856331558318702,0.7913389940361804
0.9336436500144492,0.8561131538934187,0.7906808747586095
0.9336503785412475,0.8558945940971091,0.7900226605189207
0.9336571070680459,0.8556758790523258,0.7893643882693941
0.9336638355948443,0.8554570088874194,0.7887060953331672
0.9336705641216427,0.8552379837361008,0.7880478192338372
0.9336772926484411,0.8550188037369923,0.7873895975208826
0.9336840211752395,0.8547994690331714,0.7867314675916468
0.9336907497020379,0.8545799797717089,0.7860734665106661
0.9336974782288363,0.8543603361032078,0.7854156308271386
0.9337042067556347,0.8541405381813321,0.7847579963913667
0.9337109352824331,0.8539205861623407,0.7841005981710055
0.9337176638092315,0.8537004802046211,0.7834434700679882
0.9337243923360299,0.8534802204682215,0.7827866447369864
0.9337311208628283,0.8532598071143912,0.7821301534062918
0.9337378493896267,0.8530392403051228,0.7814740257019941
0.9337445779164251,0.8528185202027015,0.780818289476335
0.9337513064432235,0.8525976469692607,0.780162970641118
0.9337580349700219,0.8523766207663501,0.7795080930070355
0.9337647634968202,0.8521554417545119,0.7788536781297697
0.9337714920236186,0.8519341100928639,0.7781997451637019
0.933778220550417,0.8517126259387036,0.7775463107240458
0.9337849490772154,0.8514909894471187,0.7768933887581957
0.9337916776040138,0.8512692007706133,0.7762409904270466
0.9337984061308122,0.8510472600587519,0.7755891239970207
0.9338051346576106,0.8508251674578173,0.7749377947434771
0.933811863184409,0.8506029231104876,0.7742870048661694
0.9338185917112074,0.8503805271555305,0.7736367534173441
0.9338253202380058,0.8501579797275159,0.7729870362430402
0.9338320487648042,0.8499352809565485,0.7723378459380973
0.9338387772916026,0.8497124309680214,0.7716891718153166
0.933845505818401,0.8494894298823902,0.7710409998891784
0.9338522343451994,0.849266277814966,0.7703933128744392
0.9338589628719978,0.8490429748757335,0.7697460901998876
0.9338656913987962,0.8488195211691884,0.7690993080374625
0.9338724199255946,0.8485959167941979,0.7684529393468728
0.933879148452393,0.8483721618438854,0.7678069539357952
0.9338858769791913,0.8481482564055339,0.7671613185356485
0.9338926055059897,0.8479242005605183,0.7665159968928766
0.9338993340327881,0.8476999943842555,0.7658709498756079
0.9339060625595865,0.8474756379461771,0.7652261355954688
0.9339127910863849,0.8472511313097278,0.7645815095442816
0.9339195196131833,0.8470264745323859,0.7639370247452795
0.9339262481399817,0.8468016676657077,0.7632926319184234
0.9339329766667801,0.8465767107553853,0.7626482796593205
0.9339397051935785,0.8463516038413383,0.7620039146311766
0.9339464337203769,0.8461263469578155,0.7613594817691548
0.9339531622471753,0.8459009401335241,0.7607149244964391
0.9339598907739737,0.8456753833917762,0.7600701849512373
0.9339666193007721,0.8454496767506539,0.7594252042239057
0.9339733478275705,0.8452238202231954,0.7587799226033092
0.9339800763543689,0.8449978138175966,0.7581342798314781
0.9339868048811673,0.84477165753743,0.7574882153655751
0.9339935334079656,0.8445453513818775,0.7568416686461282
0.934000261934764,0.8443188953459849,0.7561945793704535
0.9340069904615624,0.8440922894209214,0.7555468877701372
0.9340137189883608,0.8438655335942586,0.7548985348914202
0.9340204475151592,0.8436386278502588,0.7542494628772934
0.9340271760419576,0.8434115721701745,0.7535996152500816
0.934033904568756,0.8431843665325548,0.7529489371932833
0.9340406330955544,0.8429570109135622,0.7522973758313988
0.9340473616223528,0.8427295052872968,0.7516448805064858
0.9340540901491512,0.842501849626123,0.7509914030501645
0.9340608186759496,0.842274043901005,0.7503368980497964
0.934067547202748,0.8420460880818381,0.749681323107567
0.9340742757295464,0.8418179821377885,0.7490246390912112
0.9340810042563448,0.841589726037629,0.7483668103751402
0.9340877327831432,0.8413613197500773,0.7477078050707426
0.9340944613099416,0.8411327632441268,0.7470475952446682
0.93410118983674,0.8409040564893762,0.746386157123935
0.9341079183635383,0.8406751994563546,0.7457234712867299
0.9341146468903367,0.8404461921168368,0.7450595228378291
0.9341213754171351,0.8402170344441511,0.7443943015676011
0.9341281039439335,0.8399877264134814,0.743727802093626
0.9341348324707319,0.8397582680021543,0.7430600239840026
0.9341415609975303,0.8395286591899175,0.7423909718614995
0.9341482895243287,0.8392988999592043,0.7417206554877609
0.9341550180511271,0.8390689902953817,0.7410490898268557
0.9341617465779255,0.838838930186987,0.7403762950875362
0.9341684751047239,0.8386087196259474,0.7397022967436548
0.9341752036315223,0.8383783586077818,0.7390271255322636
0.9341819321583207,0.8381478471317846,0.7383508174290165
0.9341886606851191,0.8379171852011921,0.7376734136005859
0.9341953892119175,0.8376863728233273,0.7369949603338891
0.9342021177387159,0.837455410009727,0.7363155089420232
0.9342088462655143,0.8372242967762479,0.7356351156468962
0.9342155747923127,0.8369930331431493,0.7349538414386517
0.934222303319111,0.8367616191351602,0.7342717519120694
0.9342290318459094,0.8365300547815175,0.7335889170802325
0.9342357603727078,0.836298340115988,0.7329054111658538
0.9342424888995062,0.8360664751768649,0.7322213123707402
0.9342492174263046,0.835834460006948,0.7315367026239896
0.934255945953103,0.8356022946534961,0.7308516673096037
0.9342626744799014,0.8353699791681618,0.7301662949742922
0.9342694030066998,0.8351375136069037,0.7294806770163463
0.9342761315334982,0.8349048980298794,0.728794907356554
0.9342828600602966,0.8346721325013159,0.7281090820921979
0.934289588587095,0.834439217089364,0.7274232991352981
0.9342963171138934,0.83420615186593,0.7267376578363023
0.9343030456406918,0.833972936906494,0.7260522585945479
0.9343097741674902,0.8337395722899086,0.7253672024568535
0.9343165026942886,0.8335060580981791,0.7246825907057037
0.934323231221087,0.8332723944162351,0.7239985244385276
0.9343299597478854,0.8330385813316813,0.7233151041396465
0.9343366882746837,0.8328046189345436,0.7226324292465147
0.9343434168014821,0.832570507316996,0.7219505977119288
0.9343501453282805,0.832336246573083,0.7212697055639145
0.9343568738550789,0.8321018367984304,0.7205898464650488
0.9343636023818773,0.8318672780899494,0.7199111112729883
0.9343703309086757,0.8316325705455373,0.7192335876040098
0.9343770594354741,0.8313977142637697,0.7185573594013792
0.9343837879622725,0.8311627093435962,0.7178825065103728
0.9343905164890709,0.8309275558840291,0.7172091042617706
0.9343972450158693,0.8306922539838336,0.716537223065654
0.9344039735426677,0.8304568037412232,0.715866928017296
0.9344107020694661,0.8302212052535551,0.7151982785169447
0.9344174305962645,0.8299854586170352,0.7145313279052438
0.9344241591230629,0.8297495639264248,0.7138661231160229
0.9344308876498613,0.8295135212747582,0.7132027043481244
0.9344376161766597,0.8292773307530702,0.7125411047579036
0.934444344703458,0.8290409924501311,0.7118813501739715
0.9344510732302564,0.828804506452199,0.7112234588356894
0.9344578017570548,0.8285678728427809,0.7105674411568548
0.9344645302838532,0.8283310917024126,0.7099132995159381
0.9344712588106516,0.8280941631084547,0.7092610280741528
0.93447798733745,0.8278570871349001,0.7086106126225503
0.9344847158642484,0.8276198638522051,0.7079620304592306
0.9344914443910468,0.8273824933271391,0.7073152502976774
0.9344981729178452,0.8271449756226535,0.7066702322070996
0.9345049014446436,0.8269073107977688,0.706026927585574
0.934511629971442,0.8266694989074873,0.7053852791666493
0.9345183584982404,0.8264315400027216,0.7047452210599807
0.9345250870250388,0.8261934341302517,0.7041066788264141
0.9345318155518372,0.825955181332698,0.7034695695878418
0.9345385440786356,0.8257167816485217,0.7028338021720154
0.934545272605434,0.8254782351120444,0.7021992772923656
0.9345520011322324,0.8252395417534927,0.7015658877627692
0.9345587296590308,0.8250007015990632,0.700933518747052
0.9345654581858291,0.8247617146710085,0.700302048042907
0.9345721867126275,0.824522580987745,0.69967134639975
